"","Site","Date","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12"
"95","Tanganya",2003-07-01,6.98999334919837,5.37305143475533,2.12182955588064,0.267475821077824,0.247115529816726,0.114117806777358,0.255653101950884,0.76470471197559,6.51024734228849,9.89676961591167,10.7923104912043,9.72618314623833
"96","Tanganya",2003-07-15,9.41681189690867,5.85732240229845,4.19413232803345,0.364548191428185,0.337196933812109,0.07573969848454,0.0383781082928181,0.673068665689038,4.87077162414789,6.88219749542975,10.1374150812626,12.1146512925625
"97","Tanganya",2003-08-01,8.99706473946571,6.98999334919837,5.37305143475533,2.12182955588064,0.267475821077824,0.247115529816726,0.114117806777358,0.255653101950884,0.76470471197559,6.51024734228849,9.89676961591167,10.7923104912043
"98","Tanganya",2003-08-15,6.81099927425385,9.41681189690867,5.85732240229845,4.19413232803345,0.364548191428185,0.337196933812109,0.07573969848454,0.0383781082928181,0.673068665689038,4.87077162414789,6.88219749542975,10.1374150812626
"99","Tanganya",2003-09-01,7.61606386303902,8.99706473946571,6.98999334919837,5.37305143475533,2.12182955588064,0.267475821077824,0.247115529816726,0.114117806777358,0.255653101950884,0.76470471197559,6.51024734228849,9.89676961591167
"100","Tanganya",2003-09-15,9.30181960761547,6.81099927425385,9.41681189690867,5.85732240229845,4.19413232803345,0.364548191428185,0.337196933812109,0.07573969848454,0.0383781082928181,0.673068665689038,4.87077162414789,6.88219749542975
"101","Tanganya",2003-10-01,8.10414837252709,7.61606386303902,8.99706473946571,6.98999334919837,5.37305143475533,2.12182955588064,0.267475821077824,0.247115529816726,0.114117806777358,0.255653101950884,0.76470471197559,6.51024734228849
"102","Tanganya",2003-10-15,4.84123445326282,9.30181960761547,6.81099927425385,9.41681189690867,5.85732240229845,4.19413232803345,0.364548191428185,0.337196933812109,0.07573969848454,0.0383781082928181,0.673068665689038,4.87077162414789
"103","Tanganya",2003-11-01,5.56439033150673,8.10414837252709,7.61606386303902,8.99706473946571,6.98999334919837,5.37305143475533,2.12182955588064,0.267475821077824,0.247115529816726,0.114117806777358,0.255653101950884,0.76470471197559
"104","Tanganya",2003-11-15,4.23421982862055,4.84123445326282,9.30181960761547,6.81099927425385,9.41681189690867,5.85732240229845,4.19413232803345,0.364548191428185,0.337196933812109,0.07573969848454,0.0383781082928181,0.673068665689038
"105","Tanganya",2003-12-01,0.857026555845814,5.56439033150673,8.10414837252709,7.61606386303902,8.99706473946571,6.98999334919837,5.37305143475533,2.12182955588064,0.267475821077824,0.247115529816726,0.114117806777358,0.255653101950884
"106","Tanganya",2003-12-15,0.445967716555442,4.23421982862055,4.84123445326282,9.30181960761547,6.81099927425385,9.41681189690867,5.85732240229845,4.19413232803345,0.364548191428185,0.337196933812109,0.07573969848454,0.0383781082928181
"107","Tanganya",2004-01-01,0.186772722750902,0.857026555845814,5.56439033150673,8.10414837252709,7.61606386303902,8.99706473946571,6.98999334919837,5.37305143475533,2.12182955588064,0.267475821077824,0.247115529816726,0.114117806777358
"108","Tanganya",2004-01-15,0.139900244772434,0.445967716555442,4.23421982862055,4.84123445326282,9.30181960761547,6.81099927425385,9.41681189690867,5.85732240229845,4.19413232803345,0.364548191428185,0.337196933812109,0.07573969848454
"109","Tanganya",2004-02-01,0.0597303993999958,0.186772722750902,0.857026555845814,5.56439033150673,8.10414837252709,7.61606386303902,8.99706473946571,6.98999334919837,5.37305143475533,2.12182955588064,0.267475821077824,0.247115529816726
"110","Tanganya",2004-02-15,0,0.139900244772434,0.445967716555442,4.23421982862055,4.84123445326282,9.30181960761547,6.81099927425385,9.41681189690867,5.85732240229845,4.19413232803345,0.364548191428185,0.337196933812109
"111","Tanganya",2004-03-01,0,0.0597303993999958,0.186772722750902,0.857026555845814,5.56439033150673,8.10414837252709,7.61606386303902,8.99706473946571,6.98999334919837,5.37305143475533,2.12182955588064,0.267475821077824
"112","Tanganya",2004-03-15,0.0504140138626099,0,0.139900244772434,0.445967716555442,4.23421982862055,4.84123445326282,9.30181960761547,6.81099927425385,9.41681189690867,5.85732240229845,4.19413232803345,0.364548191428185
"113","Tanganya",2004-04-01,0.418277870863676,0,0.0597303993999958,0.186772722750902,0.857026555845814,5.56439033150673,8.10414837252709,7.61606386303902,8.99706473946571,6.98999334919837,5.37305143475533,2.12182955588064
"114","Tanganya",2004-04-15,1.22274488583207,0.0504140138626099,0,0.139900244772434,0.445967716555442,4.23421982862055,4.84123445326282,9.30181960761547,6.81099927425385,9.41681189690867,5.85732240229845,4.19413232803345
"115","Tanganya",2004-05-01,2.58211069722329,0.418277870863676,0,0.0597303993999958,0.186772722750902,0.857026555845814,5.56439033150673,8.10414837252709,7.61606386303902,8.99706473946571,6.98999334919837,5.37305143475533
"116","Tanganya",2004-05-15,2.87550713939051,1.22274488583207,0.0504140138626099,0,0.139900244772434,0.445967716555442,4.23421982862055,4.84123445326282,9.30181960761547,6.81099927425385,9.41681189690867,5.85732240229845
"117","Tanganya",2004-06-01,1.96393793076277,2.58211069722329,0.418277870863676,0,0.0597303993999958,0.186772722750902,0.857026555845814,5.56439033150673,8.10414837252709,7.61606386303902,8.99706473946571,6.98999334919837
"118","Tanganya",2004-06-15,3.53214731067419,2.87550713939051,1.22274488583207,0.0504140138626099,0,0.139900244772434,0.445967716555442,4.23421982862055,4.84123445326282,9.30181960761547,6.81099927425385,9.41681189690867
"119","Tanganya",2004-07-01,5.84133986503847,1.96393793076277,2.58211069722329,0.418277870863676,0,0.0597303993999958,0.186772722750902,0.857026555845814,5.56439033150673,8.10414837252709,7.61606386303902,8.99706473946571
"120","Tanganya",2004-07-15,8.99273889295517,3.53214731067419,2.87550713939051,1.22274488583207,0.0504140138626099,0,0.139900244772434,0.445967716555442,4.23421982862055,4.84123445326282,9.30181960761547,6.81099927425385
"121","Tanganya",2004-08-01,8.30786959826946,5.84133986503847,1.96393793076277,2.58211069722329,0.418277870863676,0,0.0597303993999958,0.186772722750902,0.857026555845814,5.56439033150673,8.10414837252709,7.61606386303902
"122","Tanganya",2004-08-15,5.48380669951439,8.99273889295517,3.53214731067419,2.87550713939051,1.22274488583207,0.0504140138626099,0,0.139900244772434,0.445967716555442,4.23421982862055,4.84123445326282,9.30181960761547
"123","Tanganya",2004-09-01,9.94568848609924,8.30786959826946,5.84133986503847,1.96393793076277,2.58211069722329,0.418277870863676,0,0.0597303993999958,0.186772722750902,0.857026555845814,5.56439033150673,8.10414837252709
"124","Tanganya",2004-09-15,10.1870786845684,5.48380669951439,8.99273889295517,3.53214731067419,2.87550713939051,1.22274488583207,0.0504140138626099,0,0.139900244772434,0.445967716555442,4.23421982862055,4.84123445326282
"125","Tanganya",2004-10-01,7.42733643131871,9.94568848609924,8.30786959826946,5.84133986503847,1.96393793076277,2.58211069722329,0.418277870863676,0,0.0597303993999958,0.186772722750902,0.857026555845814,5.56439033150673
"126","Tanganya",2004-10-15,5.11599651459725,10.1870786845684,5.48380669951439,8.99273889295517,3.53214731067419,2.87550713939051,1.22274488583207,0.0504140138626099,0,0.139900244772434,0.445967716555442,4.23421982862055
"127","Tanganya",2004-11-01,3.3764232173562,7.42733643131871,9.94568848609924,8.30786959826946,5.84133986503847,1.96393793076277,2.58211069722329,0.418277870863676,0,0.0597303993999958,0.186772722750902,0.857026555845814
"128","Tanganya",2004-11-15,3.30691585317254,5.11599651459725,10.1870786845684,5.48380669951439,8.99273889295517,3.53214731067419,2.87550713939051,1.22274488583207,0.0504140138626099,0,0.139900244772434,0.445967716555442
"129","Tanganya",2004-12-01,1.51288372855033,3.3764232173562,7.42733643131871,9.94568848609924,8.30786959826946,5.84133986503847,1.96393793076277,2.58211069722329,0.418277870863676,0,0.0597303993999958,0.186772722750902
"130","Tanganya",2004-12-15,0.292110404660625,3.30691585317254,5.11599651459725,10.1870786845684,5.48380669951439,8.99273889295517,3.53214731067419,2.87550713939051,1.22274488583207,0.0504140138626099,0,0.139900244772434
"131","Tanganya",2005-01-01,0.130247235298157,1.51288372855033,3.3764232173562,7.42733643131871,9.94568848609924,8.30786959826946,5.84133986503847,1.96393793076277,2.58211069722329,0.418277870863676,0,0.0597303993999958
"132","Tanganya",2005-01-15,0.230748292058706,0.292110404660625,3.30691585317254,5.11599651459725,10.1870786845684,5.48380669951439,8.99273889295517,3.53214731067419,2.87550713939051,1.22274488583207,0.0504140138626099,0
"133","Tanganya",2005-02-01,0.10050105676055,0.130247235298157,1.51288372855033,3.3764232173562,7.42733643131871,9.94568848609924,8.30786959826946,5.84133986503847,1.96393793076277,2.58211069722329,0.418277870863676,0
"134","Tanganya",2005-02-15,0.102141529321671,0.230748292058706,0.292110404660625,3.30691585317254,5.11599651459725,10.1870786845684,5.48380669951439,8.99273889295517,3.53214731067419,2.87550713939051,1.22274488583207,0.0504140138626099
"135","Tanganya",2005-03-01,0.338406324386597,0.10050105676055,0.130247235298157,1.51288372855033,3.3764232173562,7.42733643131871,9.94568848609924,8.30786959826946,5.84133986503847,1.96393793076277,2.58211069722329,0.418277870863676
"136","Tanganya",2005-03-15,0.612725229098879,0.102141529321671,0.230748292058706,0.292110404660625,3.30691585317254,5.11599651459725,10.1870786845684,5.48380669951439,8.99273889295517,3.53214731067419,2.87550713939051,1.22274488583207
"137","Tanganya",2005-04-01,0.839053373783827,0.338406324386597,0.10050105676055,0.130247235298157,1.51288372855033,3.3764232173562,7.42733643131871,9.94568848609924,8.30786959826946,5.84133986503847,1.96393793076277,2.58211069722329
"138","Tanganya",2005-04-15,1.95329037308693,0.612725229098879,0.102141529321671,0.230748292058706,0.292110404660625,3.30691585317254,5.11599651459725,10.1870786845684,5.48380669951439,8.99273889295517,3.53214731067419,2.87550713939051
"139","Tanganya",2005-05-01,2.27616844638701,0.839053373783827,0.338406324386597,0.10050105676055,0.130247235298157,1.51288372855033,3.3764232173562,7.42733643131871,9.94568848609924,8.30786959826946,5.84133986503847,1.96393793076277
"140","Tanganya",2005-05-15,2.72793545261506,1.95329037308693,0.612725229098879,0.102141529321671,0.230748292058706,0.292110404660625,3.30691585317254,5.11599651459725,10.1870786845684,5.48380669951439,8.99273889295517,3.53214731067419
"141","Bafodia",2019-06-01,2.75583805888891,1.23237768000807,0.997292816638947,0.191144482842807,0.15611793845892,0.144726271180843,2.91470082344547,9.15193032473326,12.3788626886183,12.0636000186205,9.87959140539169,8.13900752221384
"142","Bafodia",2019-06-15,6.38271315395832,1.2043026079349,1.38920705020428,0.0980435075431035,0.0843727588653564,0.223097974805569,1.41319738664935,6.86138568073511,10.90472675908,15.2084922343493,7.20646810531616,9.12200152489447
"143","Bafodia",2019-07-01,8.6982543699203,2.75583805888891,1.23237768000807,0.997292816638947,0.191144482842807,0.15611793845892,0.144726271180843,2.91470082344547,9.15193032473326,12.3788626886183,12.0636000186205,9.87959140539169
"144","Bafodia",2019-07-15,10.9304306891657,6.38271315395832,1.2043026079349,1.38920705020428,0.0980435075431035,0.0843727588653564,0.223097974805569,1.41319738664935,6.86138568073511,10.90472675908,15.2084922343493,7.20646810531616
"145","Bafodia",2019-08-01,11.9997091889381,8.6982543699203,2.75583805888891,1.23237768000807,0.997292816638947,0.191144482842807,0.15611793845892,0.144726271180843,2.91470082344547,9.15193032473326,12.3788626886183,12.0636000186205
"146","Bafodia",2019-08-15,11.2363894581795,10.9304306891657,6.38271315395832,1.2043026079349,1.38920705020428,0.0980435075431035,0.0843727588653564,0.223097974805569,1.41319738664935,6.86138568073511,10.90472675908,15.2084922343493
"147","Bafodia",2019-09-01,8.15881371498108,11.9997091889381,8.6982543699203,2.75583805888891,1.23237768000807,0.997292816638947,0.191144482842807,0.15611793845892,0.144726271180843,2.91470082344547,9.15193032473326,12.3788626886183
"148","Bafodia",2019-09-15,7.92304489016533,11.2363894581795,10.9304306891657,6.38271315395832,1.2043026079349,1.38920705020428,0.0980435075431035,0.0843727588653564,0.223097974805569,1.41319738664935,6.86138568073511,10.90472675908
"149","Bafodia",2019-10-01,12.7787731847455,8.15881371498108,11.9997091889381,8.6982543699203,2.75583805888891,1.23237768000807,0.997292816638947,0.191144482842807,0.15611793845892,0.144726271180843,2.91470082344547,9.15193032473326
"150","Bafodia",2019-10-15,10.4429044262055,7.92304489016533,11.2363894581795,10.9304306891657,6.38271315395832,1.2043026079349,1.38920705020428,0.0980435075431035,0.0843727588653564,0.223097974805569,1.41319738664935,6.86138568073511
"151","Bafodia",2019-11-01,6.80142416805029,12.7787731847455,8.15881371498108,11.9997091889381,8.6982543699203,2.75583805888891,1.23237768000807,0.997292816638947,0.191144482842807,0.15611793845892,0.144726271180843,2.91470082344547
"152","Bafodia",2019-11-15,6.15991947799921,10.4429044262055,7.92304489016533,11.2363894581795,10.9304306891657,6.38271315395832,1.2043026079349,1.38920705020428,0.0980435075431035,0.0843727588653564,0.223097974805569,1.41319738664935
"153","Bafodia",2019-12-01,3.68109953788019,6.80142416805029,12.7787731847455,8.15881371498108,11.9997091889381,8.6982543699203,2.75583805888891,1.23237768000807,0.997292816638947,0.191144482842807,0.15611793845892,0.144726271180843
"154","Bafodia",2019-12-15,1.21326115823561,6.15991947799921,10.4429044262055,7.92304489016533,11.2363894581795,10.9304306891657,6.38271315395832,1.2043026079349,1.38920705020428,0.0980435075431035,0.0843727588653564,0.223097974805569
"155","Bafodia",2020-01-01,0.0788034349679947,3.68109953788019,6.80142416805029,12.7787731847455,8.15881371498108,11.9997091889381,8.6982543699203,2.75583805888891,1.23237768000807,0.997292816638947,0.191144482842807,0.15611793845892
"156","Bafodia",2020-01-15,0.0796834230422974,1.21326115823561,6.15991947799921,10.4429044262055,7.92304489016533,11.2363894581795,10.9304306891657,6.38271315395832,1.2043026079349,1.38920705020428,0.0980435075431035,0.0843727588653564
"157","Bafodia",2020-02-01,0.156305491924286,0.0788034349679947,3.68109953788019,6.80142416805029,12.7787731847455,8.15881371498108,11.9997091889381,8.6982543699203,2.75583805888891,1.23237768000807,0.997292816638947,0.191144482842807
"158","Bafodia",2020-02-15,0.154641129076481,0.0796834230422974,1.21326115823561,6.15991947799921,10.4429044262055,7.92304489016533,11.2363894581795,10.9304306891657,6.38271315395832,1.2043026079349,1.38920705020428,0.0980435075431035
"159","Bafodia",2020-03-01,0.184772984186808,0.156305491924286,0.0788034349679947,3.68109953788019,6.80142416805029,12.7787731847455,8.15881371498108,11.9997091889381,8.6982543699203,2.75583805888891,1.23237768000807,0.997292816638947
"160","Bafodia",2020-03-15,0.263022526105245,0.154641129076481,0.0796834230422974,1.21326115823561,6.15991947799921,10.4429044262055,7.92304489016533,11.2363894581795,10.9304306891657,6.38271315395832,1.2043026079349,1.38920705020428
"161","Bafodia",2020-04-01,0.896217048168182,0.184772984186808,0.156305491924286,0.0788034349679947,3.68109953788019,6.80142416805029,12.7787731847455,8.15881371498108,11.9997091889381,8.6982543699203,2.75583805888891,1.23237768000807
"162","Bafodia",2020-04-15,1.52613693475723,0.263022526105245,0.154641129076481,0.0796834230422974,1.21326115823561,6.15991947799921,10.4429044262055,7.92304489016533,11.2363894581795,10.9304306891657,6.38271315395832,1.2043026079349
"163","Bafodia",2020-05-01,3.9571917287765,0.896217048168182,0.184772984186808,0.156305491924286,0.0788034349679947,3.68109953788019,6.80142416805029,12.7787731847455,8.15881371498108,11.9997091889381,8.6982543699203,2.75583805888891
"164","Bafodia",2020-05-15,6.71794283774591,1.52613693475723,0.263022526105245,0.154641129076481,0.0796834230422974,1.21326115823561,6.15991947799921,10.4429044262055,7.92304489016533,11.2363894581795,10.9304306891657,6.38271315395832
"165","Bafodia",2020-06-01,5.34183833189309,3.9571917287765,0.896217048168182,0.184772984186808,0.156305491924286,0.0788034349679947,3.68109953788019,6.80142416805029,12.7787731847455,8.15881371498108,11.9997091889381,8.6982543699203
"166","Bafodia",2020-06-15,5.27769223414361,6.71794283774591,1.52613693475723,0.263022526105245,0.154641129076481,0.0796834230422974,1.21326115823561,6.15991947799921,10.4429044262055,7.92304489016533,11.2363894581795,10.9304306891657
"167","Bafodia",2020-07-01,8.69458091259003,5.34183833189309,3.9571917287765,0.896217048168182,0.184772984186808,0.156305491924286,0.0788034349679947,3.68109953788019,6.80142416805029,12.7787731847455,8.15881371498108,11.9997091889381
"168","Bafodia",2020-07-15,9.23224393783077,5.27769223414361,6.71794283774591,1.52613693475723,0.263022526105245,0.154641129076481,0.0796834230422974,1.21326115823561,6.15991947799921,10.4429044262055,7.92304489016533,11.2363894581795
"169","Bafodia",2020-08-01,11.1564085930586,8.69458091259003,5.34183833189309,3.9571917287765,0.896217048168182,0.184772984186808,0.156305491924286,0.0788034349679947,3.68109953788019,6.80142416805029,12.7787731847455,8.15881371498108
"170","Bafodia",2020-08-15,9.0421078056097,9.23224393783077,5.27769223414361,6.71794283774591,1.52613693475723,0.263022526105245,0.154641129076481,0.0796834230422974,1.21326115823561,6.15991947799921,10.4429044262055,7.92304489016533
"171","Bafodia",2020-09-01,9.69874405860901,11.1564085930586,8.69458091259003,5.34183833189309,3.9571917287765,0.896217048168182,0.184772984186808,0.156305491924286,0.0788034349679947,3.68109953788019,6.80142416805029,12.7787731847455
"172","Bafodia",2020-09-15,9.99792069196701,9.0421078056097,9.23224393783077,5.27769223414361,6.71794283774591,1.52613693475723,0.263022526105245,0.154641129076481,0.0796834230422974,1.21326115823561,6.15991947799921,10.4429044262055
"173","Bafodia",2020-10-01,10.6866523834967,9.69874405860901,11.1564085930586,8.69458091259003,5.34183833189309,3.9571917287765,0.896217048168182,0.184772984186808,0.156305491924286,0.0788034349679947,3.68109953788019,6.80142416805029
"174","Bafodia",2020-10-15,9.70135819527411,9.99792069196701,9.0421078056097,9.23224393783077,5.27769223414361,6.71794283774591,1.52613693475723,0.263022526105245,0.154641129076481,0.0796834230422974,1.21326115823561,6.15991947799921
"175","Bafodia",2020-11-01,5.56937918579206,10.6866523834967,9.69874405860901,11.1564085930586,8.69458091259003,5.34183833189309,3.9571917287765,0.896217048168182,0.184772984186808,0.156305491924286,0.0788034349679947,3.68109953788019
"176","Bafodia",2020-11-15,2.6365500590764,9.70135819527411,9.99792069196701,9.0421078056097,9.23224393783077,5.27769223414361,6.71794283774591,1.52613693475723,0.263022526105245,0.154641129076481,0.0796834230422974,1.21326115823561
"177","Bafodia",2020-12-01,0.925832179284865,5.56937918579206,10.6866523834967,9.69874405860901,11.1564085930586,8.69458091259003,5.34183833189309,3.9571917287765,0.896217048168182,0.184772984186808,0.156305491924286,0.0788034349679947
"178","Bafodia",2020-12-15,0.547254008631552,2.6365500590764,9.70135819527411,9.99792069196701,9.0421078056097,9.23224393783077,5.27769223414361,6.71794283774591,1.52613693475723,0.263022526105245,0.154641129076481,0.0796834230422974
"179","Bafodia",2021-01-01,0.172149121761322,0.925832179284865,5.56937918579206,10.6866523834967,9.69874405860901,11.1564085930586,8.69458091259003,5.34183833189309,3.9571917287765,0.896217048168182,0.184772984186808,0.156305491924286
"180","Bafodia",2021-01-15,0.217764176428318,0.547254008631552,2.6365500590764,9.70135819527411,9.99792069196701,9.0421078056097,9.23224393783077,5.27769223414361,6.71794283774591,1.52613693475723,0.263022526105245,0.154641129076481
"181","Bafodia",2021-02-01,0.134639445692301,0.172149121761322,0.925832179284865,5.56937918579206,10.6866523834967,9.69874405860901,11.1564085930586,8.69458091259003,5.34183833189309,3.9571917287765,0.896217048168182,0.184772984186808
"182","Bafodia",2021-02-15,0.134639445692301,0.217764176428318,0.547254008631552,2.6365500590764,9.70135819527411,9.99792069196701,9.0421078056097,9.23224393783077,5.27769223414361,6.71794283774591,1.52613693475723,0.263022526105245
"183","Bafodia",2021-03-01,0.31967097315295,0.134639445692301,0.172149121761322,0.925832179284865,5.56937918579206,10.6866523834967,9.69874405860901,11.1564085930586,8.69458091259003,5.34183833189309,3.9571917287765,0.896217048168182
"184","Bafodia",2021-03-15,0.598140321928879,0.134639445692301,0.217764176428318,0.547254008631552,2.6365500590764,9.70135819527411,9.99792069196701,9.0421078056097,9.23224393783077,5.27769223414361,6.71794283774591,1.52613693475723
"185","Bafodia",2021-04-01,0.872498154640198,0.31967097315295,0.134639445692301,0.172149121761322,0.925832179284865,5.56937918579206,10.6866523834967,9.69874405860901,11.1564085930586,8.69458091259003,5.34183833189309,3.9571917287765
"186","Bafodia",2021-04-15,1.34895303845406,0.598140321928879,0.134639445692301,0.217764176428318,0.547254008631552,2.6365500590764,9.70135819527411,9.99792069196701,9.0421078056097,9.23224393783077,5.27769223414361,6.71794283774591
"187","Bafodia",2021-05-01,1.1705951383037,0.872498154640198,0.31967097315295,0.134639445692301,0.172149121761322,0.925832179284865,5.56937918579206,10.6866523834967,9.69874405860901,11.1564085930586,8.69458091259003,5.34183833189309
"188","Bafodia",2021-05-15,3.08873366540478,1.34895303845406,0.598140321928879,0.134639445692301,0.217764176428318,0.547254008631552,2.6365500590764,9.70135819527411,9.99792069196701,9.0421078056097,9.23224393783077,5.27769223414361
