test_site,ji,Model_Type,model_name,house_num,house_name,constraints,prob
Bantou,10,NullRandom,Random,0,All,Spatial,0.4294117647058823
Bantou,10,Model,BRT,0,All,Spatial,0.646551724137931
Bantou,10,TS,Optimal,0,All,Spatial,1
Bantou,11,NullSmart,Buildings,0,All,Spatial,0.8117647058823529
Bantou,11,NullRandom,Random,0,All,Spatial,0.4827586206896552
Bantou,11,Model,BRT,0,All,Spatial,0.6104972375690608
Bantou,11,TS,Optimal,0,All,Spatial,1
Bantou,12,NullSmart,Buildings,0,All,Spatial,0.7447916666666666
Bantou,12,NullRandom,Random,0,All,Spatial,0.49230769230769234
Bantou,12,Model,BRT,0,All,Spatial,0.6412213740458015
Bantou,12,TS,Optimal,0,All,Spatial,1
Bantou,13,NullSmart,Buildings,0,All,Spatial,0.8
Bantou,13,NullRandom,Random,0,All,Spatial,0.5445544554455446
Bantou,13,Model,BRT,0,All,Spatial,0.6021220159151194
Bantou,13,TS,Optimal,0,All,Spatial,1
Bantou,14,NullSmart,Buildings,0,All,Spatial,0.7717391304347826
Bantou,14,NullRandom,Random,0,All,Spatial,0.5193370165745856
Bantou,14,Model,BRT,0,All,Spatial,0.6580976863753213
Bantou,14,TS,Optimal,0,All,Spatial,1
Bantou,15,NullSmart,Buildings,0,All,Spatial,0.7616580310880829
Bantou,15,NullRandom,Random,0,All,Spatial,0.44021739130434784
Bantou,15,Model,BRT,0,All,Spatial,0.5691056910569106
Bantou,15,TS,Optimal,0,All,Spatial,1
Bantou,16,NullSmart,Buildings,0,All,Spatial,0.7578947368421053
Bantou,16,NullRandom,Random,0,All,Spatial,0.49746192893401014
Bantou,16,Model,BRT,0,All,Spatial,0.6334164588528678
Bantou,16,TS,Optimal,0,All,Spatial,1
Bantou,17,NullSmart,Buildings,0,All,Spatial,0.7777777777777778
Bantou,17,NullRandom,Random,0,All,Spatial,0.5536723163841808
Bantou,17,Model,BRT,0,All,Spatial,0.6043360433604336
Bantou,17,TS,Optimal,0,All,Spatial,1
Bantou,18,NullSmart,Buildings,0,All,Spatial,0.735
Bantou,18,NullRandom,Random,0,All,Spatial,0.5099009900990099
Bantou,18,Model,BRT,0,All,Spatial,0.5955334987593052
Bantou,18,TS,Optimal,0,All,Spatial,1
Bantou,19,NullSmart,Buildings,0,All,Spatial,0.7602339181286549
Bantou,19,NullRandom,Random,0,All,Spatial,0.48255813953488375
Bantou,19,Model,BRT,0,All,Spatial,0.5739644970414202
Bantou,19,TS,Optimal,0,All,Spatial,1
Bantou,20,NullSmart,Buildings,0,All,Spatial,0.7634408602150538
Bantou,20,NullRandom,Random,0,All,Spatial,0.4853801169590643
Bantou,20,Model,BRT,0,All,Spatial,0.5948275862068966
Bantou,20,TS,Optimal,0,All,Spatial,1
Bantou,21,NullSmart,Buildings,0,All,Spatial,0.7790055248618785
Bantou,21,NullRandom,Random,0,All,Spatial,0.5363128491620112
Bantou,21,Model,BRT,0,All,Spatial,0.6613333333333333
Bantou,21,TS,Optimal,0,All,Spatial,1
Bantou,22,NullSmart,Buildings,0,All,Spatial,0.7307692307692307
Bantou,22,NullRandom,Random,0,All,Spatial,0.53
Bantou,22,Model,BRT,0,All,Spatial,0.6111111111111112
Bantou,22,TS,Optimal,0,All,Spatial,1
Bantou,23,NullSmart,Buildings,0,All,Spatial,0.7305699481865285
Bantou,23,NullRandom,Random,0,All,Spatial,0.536723163841808
Bantou,23,Model,BRT,0,All,Spatial,0.6127450980392157
Bantou,23,TS,Optimal,0,All,Spatial,1
Bantou,24,NullSmart,Buildings,0,All,Spatial,0.7796610169491526
Bantou,24,NullRandom,Random,0,All,Spatial,0.5
Bantou,24,Model,BRT,0,All,Spatial,0.6212534059945504
Bantou,24,TS,Optimal,0,All,Spatial,1
Bantou,0,NullSmart,Buildings,2,Outside,Spatial,0.5869565217391305
Bantou,0,NullRandom,Random,2,Outside,Spatial,0.5486111111111112
Bantou,0,Model,BRT,2,Outside,Spatial,0.5535055350553506
Bantou,0,TS,Optimal,2,Outside,Spatial,1
Bantou,1,NullSmart,Buildings,2,Outside,Spatial,0.7037037037037037
Bantou,1,NullRandom,Random,2,Outside,Spatial,0.472
Bantou,1,Model,BRT,2,Outside,Spatial,0.5255474452554745
Bantou,1,TS,Optimal,2,Outside,Spatial,1
Bantou,2,NullSmart,Buildings,2,Outside,Spatial,0.6993006993006993
Bantou,2,NullRandom,Random,2,Outside,Spatial,0.5319148936170213
Bantou,2,Model,BRT,2,Outside,Spatial,0.5480427046263345
Bantou,2,TS,Optimal,2,Outside,Spatial,1
Bantou,3,NullSmart,Buildings,2,Outside,Spatial,0.6413793103448275
Bantou,3,NullRandom,Random,2,Outside,Spatial,0.42207792207792205
Bantou,3,Model,BRT,2,Outside,Spatial,0.5884244372990354
Bantou,3,TS,Optimal,2,Outside,Spatial,1
Bantou,4,NullSmart,Buildings,2,Outside,Spatial,0.6197183098591549
Bantou,4,NullRandom,Random,2,Outside,Spatial,0.45255474452554745
Bantou,4,Model,BRT,2,Outside,Spatial,0.584192439862543
Bantou,4,TS,Optimal,2,Outside,Spatial,1
Bantou,5,NullSmart,Buildings,2,Outside,Spatial,0.6516129032258065
Bantou,5,NullRandom,Random,2,Outside,Spatial,0.5096774193548387
Bantou,5,Model,BRT,2,Outside,Spatial,0.5559440559440559
Bantou,5,TS,Optimal,2,Outside,Spatial,1
Bantou,6,NullSmart,Buildings,2,Outside,Spatial,0.6940298507462687
Bantou,6,NullRandom,Random,2,Outside,Spatial,0.5
Bantou,6,Model,BRT,2,Outside,Spatial,0.5687732342007435
Bantou,6,TS,Optimal,2,Outside,Spatial,1
Bantou,7,NullSmart,Buildings,2,Outside,Spatial,0.647887323943662
Bantou,7,NullRandom,Random,2,Outside,Spatial,0.5460992907801419
Bantou,7,Model,BRT,2,Outside,Spatial,0.5620437956204379
Bantou,7,TS,Optimal,2,Outside,Spatial,1
Bantou,8,NullSmart,Buildings,2,Outside,Spatial,0.6180555555555556
Bantou,8,NullRandom,Random,2,Outside,Spatial,0.4621212121212121
Bantou,8,Model,BRT,2,Outside,Spatial,0.5912408759124088
Bantou,8,TS,Optimal,2,Outside,Spatial,1
Bantou,9,NullSmart,Buildings,2,Outside,Spatial,0.6530612244897959
Bantou,9,NullRandom,Random,2,Outside,Spatial,0.49624060150375937
Bantou,9,Model,BRT,2,Outside,Spatial,0.5815602836879432
Bantou,9,TS,Optimal,2,Outside,Spatial,1
Bantou,10,NullSmart,Buildings,2,Outside,Spatial,0.6493506493506493
Bantou,10,NullRandom,Random,2,Outside,Spatial,0.5138888888888888
Bantou,10,Model,BRT,2,Outside,Spatial,0.5483870967741935
Bantou,10,TS,Optimal,2,Outside,Spatial,1
Bantou,11,NullSmart,Buildings,2,Outside,Spatial,0.6194029850746269
Bantou,11,NullRandom,Random,2,Outside,Spatial,0.5592105263157895
Bantou,11,Model,BRT,2,Outside,Spatial,0.6059479553903345
Bantou,11,TS,Optimal,2,Outside,Spatial,1
Bantou,12,NullSmart,Buildings,2,Outside,Spatial,0.6644295302013423
Bantou,12,NullRandom,Random,2,Outside,Spatial,0.5241379310344828
Bantou,12,Model,BRT,2,Outside,Spatial,0.5946843853820598
Bantou,12,TS,Optimal,2,Outside,Spatial,1
Bantou,13,NullSmart,Buildings,2,Outside,Spatial,0.575
Bantou,13,NullRandom,Random,2,Outside,Spatial,0.5476190476190477
Bantou,13,Model,BRT,2,Outside,Spatial,0.5614035087719298
Bantou,13,TS,Optimal,2,Outside,Spatial,1
Bantou,14,NullSmart,Buildings,2,Outside,Spatial,0.6423841059602649
Bantou,14,NullRandom,Random,2,Outside,Spatial,0.5401459854014599
Bantou,14,Model,BRT,2,Outside,Spatial,0.5048231511254019
Bantou,14,TS,Optimal,2,Outside,Spatial,1
Bantou,15,NullSmart,Buildings,2,Outside,Spatial,0.6751592356687898
Bantou,15,NullRandom,Random,2,Outside,Spatial,0.5034013605442177
Bantou,15,Model,BRT,2,Outside,Spatial,0.580327868852459
Bantou,15,TS,Optimal,2,Outside,Spatial,1
Bantou,16,NullSmart,Buildings,2,Outside,Spatial,0.64
Bantou,16,NullRandom,Random,2,Outside,Spatial,0.5
Bantou,16,Model,BRT,2,Outside,Spatial,0.5714285714285714
Bantou,16,TS,Optimal,2,Outside,Spatial,1
Bantou,17,NullSmart,Buildings,2,Outside,Spatial,0.6142857142857143
Bantou,17,NullRandom,Random,2,Outside,Spatial,0.5251798561151079
Bantou,17,Model,BRT,2,Outside,Spatial,0.5516014234875445
Bantou,17,TS,Optimal,2,Outside,Spatial,1
Bantou,18,NullSmart,Buildings,2,Outside,Spatial,0.7152777777777778
Bantou,18,NullRandom,Random,2,Outside,Spatial,0.47619047619047616
Bantou,18,Model,BRT,2,Outside,Spatial,0.5197132616487455
Bantou,18,TS,Optimal,2,Outside,Spatial,1
Bantou,19,NullSmart,Buildings,2,Outside,Spatial,0.6870229007633588
Bantou,19,NullRandom,Random,2,Outside,Spatial,0.4573643410852713
Bantou,19,Model,BRT,2,Outside,Spatial,0.5418181818181819
Bantou,19,TS,Optimal,2,Outside,Spatial,1
Bantou,20,NullSmart,Buildings,2,Outside,Spatial,0.7037037037037037
Bantou,20,NullRandom,Random,2,Outside,Spatial,0.503448275862069
Bantou,20,Model,BRT,2,Outside,Spatial,0.5484949832775919
Bantou,20,TS,Optimal,2,Outside,Spatial,1
Bantou,21,NullSmart,Buildings,2,Outside,Spatial,0.6433566433566433
Bantou,21,NullRandom,Random,2,Outside,Spatial,0.5133333333333333
Bantou,21,Model,BRT,2,Outside,Spatial,0.5544217687074829
Bantou,21,TS,Optimal,2,Outside,Spatial,1
Bantou,22,NullSmart,Buildings,2,Outside,Spatial,0.6692913385826772
Bantou,22,NullRandom,Random,2,Outside,Spatial,0.49612403100775193
Bantou,22,Model,BRT,2,Outside,Spatial,0.5228215767634855
Bantou,22,TS,Optimal,2,Outside,Spatial,1
Bantou,23,NullSmart,Buildings,2,Outside,Spatial,0.6827586206896552
Bantou,23,NullRandom,Random,2,Outside,Spatial,0.5107913669064749
Bantou,23,Model,BRT,2,Outside,Spatial,0.6
Bantou,23,TS,Optimal,2,Outside,Spatial,1
Bantou,24,NullSmart,Buildings,2,Outside,Spatial,0.6923076923076923
Bantou,24,NullRandom,Random,2,Outside,Spatial,0.45925925925925926
Bantou,24,Model,BRT,2,Outside,Spatial,0.5742574257425742
Bantou,24,TS,Optimal,2,Outside,Spatial,1
Bafodia,0,NullSmart,Buildings,0,All,Spatial,0.634020618556701
Bafodia,0,NullRandom,Random,0,All,Spatial,0.5205479452054794
Bafodia,0,Model,BRT,0,All,Spatial,0.6314553990610329
Bafodia,0,TS,Optimal,0,All,Spatial,1
Bafodia,1,NullSmart,Buildings,0,All,Spatial,0.6342592592592593
Bafodia,1,NullRandom,Random,0,All,Spatial,0.4878048780487805
Bafodia,1,Model,BRT,0,All,Spatial,0.6408977556109726
Bafodia,1,TS,Optimal,0,All,Spatial,1
Bafodia,2,NullSmart,Buildings,0,All,Spatial,0.684931506849315
Bafodia,2,NullRandom,Random,0,All,Spatial,0.5445026178010471
Bafodia,2,Model,BRT,0,All,Spatial,0.6219512195121951
Bafodia,2,TS,Optimal,0,All,Spatial,1
Bafodia,3,NullSmart,Buildings,0,All,Spatial,0.6601941747572816
Bafodia,3,NullRandom,Random,0,All,Spatial,0.5124378109452736
Bafodia,3,Model,BRT,0,All,Spatial,0.6201923076923077
Bafodia,3,TS,Optimal,0,All,Spatial,1
Bafodia,4,NullSmart,Buildings,0,All,Spatial,0.6398104265402843
Bafodia,4,NullRandom,Random,0,All,Spatial,0.49065420560747663
Bafodia,4,Model,BRT,0,All,Spatial,0.6620689655172414
Bafodia,4,TS,Optimal,0,All,Spatial,1
Bafodia,5,NullSmart,Buildings,0,All,Spatial,0.6214953271028038
Bafodia,5,NullRandom,Random,0,All,Spatial,0.5833333333333334
Bafodia,5,Model,BRT,0,All,Spatial,0.6502463054187192
Bafodia,5,TS,Optimal,0,All,Spatial,1
Bafodia,6,NullSmart,Buildings,0,All,Spatial,0.6135265700483091
Bafodia,6,NullRandom,Random,0,All,Spatial,0.43147208121827413
Bafodia,6,Model,BRT,0,All,Spatial,0.6539440203562341
Bafodia,6,TS,Optimal,0,All,Spatial,1
Bafodia,7,NullSmart,Buildings,0,All,Spatial,0.6086956521739131
Bafodia,7,NullRandom,Random,0,All,Spatial,0.5662100456621004
Bafodia,7,Model,BRT,0,All,Spatial,0.6009389671361502
Bafodia,7,TS,Optimal,0,All,Spatial,1
Bafodia,8,NullSmart,Buildings,0,All,Spatial,0.595
Bafodia,8,NullRandom,Random,0,All,Spatial,0.5198019801980198
Bafodia,8,Model,BRT,0,All,Spatial,0.6666666666666666
Bafodia,8,TS,Optimal,0,All,Spatial,1
Bafodia,9,NullSmart,Buildings,0,All,Spatial,0.6197916666666666
Bafodia,9,NullRandom,Random,0,All,Spatial,0.5198019801980198
Bafodia,9,Model,BRT,0,All,Spatial,0.6310679611650486
Bafodia,9,TS,Optimal,0,All,Spatial,1
Bafodia,10,NullSmart,Buildings,0,All,Spatial,0.6839622641509434
Bafodia,10,NullRandom,Random,0,All,Spatial,0.5365853658536586
Bafodia,10,Model,BRT,0,All,Spatial,0.6050632911392405
Bafodia,10,TS,Optimal,0,All,Spatial,1
Bafodia,11,NullSmart,Buildings,0,All,Spatial,0.6601941747572816
Bafodia,11,NullRandom,Random,0,All,Spatial,0.47643979057591623
Bafodia,11,Model,BRT,0,All,Spatial,0.6481481481481481
Bafodia,11,TS,Optimal,0,All,Spatial,1
Bafodia,12,NullSmart,Buildings,0,All,Spatial,0.6881188118811881
Bafodia,12,NullRandom,Random,0,All,Spatial,0.48936170212765956
Bafodia,12,Model,BRT,0,All,Spatial,0.6329411764705882
Bafodia,12,TS,Optimal,0,All,Spatial,1
Bafodia,13,NullSmart,Buildings,0,All,Spatial,0.6878306878306878
Bafodia,13,NullRandom,Random,0,All,Spatial,0.5518867924528302
Bafodia,13,Model,BRT,0,All,Spatial,0.653012048192771
Bafodia,13,TS,Optimal,0,All,Spatial,1
Bafodia,14,NullSmart,Buildings,0,All,Spatial,0.6243654822335025
Bafodia,14,NullRandom,Random,0,All,Spatial,0.4951923076923077
Bafodia,14,Model,BRT,0,All,Spatial,0.5967741935483871
Bafodia,14,TS,Optimal,0,All,Spatial,1
Bafodia,15,NullSmart,Buildings,0,All,Spatial,0.6167664670658682
Bafodia,15,NullRandom,Random,0,All,Spatial,0.5722543352601156
Bafodia,15,Model,BRT,0,All,Spatial,0.5967741935483871
Bafodia,15,TS,Optimal,0,All,Spatial,1
Bafodia,16,NullSmart,Buildings,0,All,Spatial,0.6358974358974359
Bafodia,16,NullRandom,Random,0,All,Spatial,0.5808080808080808
Bafodia,16,Model,BRT,0,All,Spatial,0.6305418719211823
Bafodia,16,TS,Optimal,0,All,Spatial,1
Bafodia,17,NullSmart,Buildings,0,All,Spatial,0.5920398009950248
Bafodia,17,NullRandom,Random,0,All,Spatial,0.5323383084577115
Bafodia,17,Model,BRT,0,All,Spatial,0.645
Bafodia,17,TS,Optimal,0,All,Spatial,1
Bafodia,18,NullSmart,Buildings,0,All,Spatial,0.5913461538461539
Bafodia,18,NullRandom,Random,0,All,Spatial,0.5046728971962616
Bafodia,18,Model,BRT,0,All,Spatial,0.6305882352941177
Bafodia,18,TS,Optimal,0,All,Spatial,1
Bafodia,19,NullSmart,Buildings,0,All,Spatial,0.616504854368932
Bafodia,19,NullRandom,Random,0,All,Spatial,0.5408163265306123
Bafodia,19,Model,BRT,0,All,Spatial,0.6036745406824147
Bafodia,19,TS,Optimal,0,All,Spatial,1
Bafodia,20,NullSmart,Buildings,0,All,Spatial,0.685
Bafodia,20,NullRandom,Random,0,All,Spatial,0.467005076142132
Bafodia,20,Model,BRT,0,All,Spatial,0.6365979381443299
Bafodia,20,TS,Optimal,0,All,Spatial,1
Bafodia,21,NullSmart,Buildings,0,All,Spatial,0.6354166666666666
Bafodia,21,NullRandom,Random,0,All,Spatial,0.5631578947368421
Bafodia,21,Model,BRT,0,All,Spatial,0.5960591133004927
Bafodia,21,TS,Optimal,0,All,Spatial,1
Bafodia,22,NullSmart,Buildings,0,All,Spatial,0.5638297872340425
Bafodia,22,NullRandom,Random,0,All,Spatial,0.5376884422110553
Bafodia,22,Model,BRT,0,All,Spatial,0.6143617021276596
Bafodia,22,TS,Optimal,0,All,Spatial,1
Bafodia,23,NullSmart,Buildings,0,All,Spatial,0.6414141414141414
Bafodia,23,NullRandom,Random,0,All,Spatial,0.4098360655737705
Bafodia,23,Model,BRT,0,All,Spatial,0.6205962059620597
Bafodia,23,TS,Optimal,0,All,Spatial,1
Bafodia,24,NullSmart,Buildings,0,All,Spatial,0.6580310880829016
Bafodia,24,NullRandom,Random,0,All,Spatial,0.5
Bafodia,24,Model,BRT,0,All,Spatial,0.6277372262773723
Bafodia,24,TS,Optimal,0,All,Spatial,1
Bafodia,0,NullSmart,Buildings,1,Inside,Spatial,0.43157894736842106
Bafodia,0,NullRandom,Random,1,Inside,Spatial,0.5268817204301075
Bafodia,0,Model,BRT,1,Inside,Spatial,0.453125
Bafodia,0,TS,Optimal,1,Inside,Spatial,1
Bafodia,1,NullSmart,Buildings,1,Inside,Spatial,0.5056179775280899
Bafodia,1,NullRandom,Random,1,Inside,Spatial,0.42045454545454547
Bafodia,1,Model,BRT,1,Inside,Spatial,0.45294117647058824
Bafodia,1,TS,Optimal,1,Inside,Spatial,1
Bafodia,2,NullSmart,Buildings,1,Inside,Spatial,0.4479166666666667
Bafodia,2,NullRandom,Random,1,Inside,Spatial,0.5670103092783505
Bafodia,2,Model,BRT,1,Inside,Spatial,0.3924731182795699
Bafodia,2,TS,Optimal,1,Inside,Spatial,1
Bafodia,3,NullSmart,Buildings,1,Inside,Spatial,0.4659090909090909
Bafodia,3,NullRandom,Random,1,Inside,Spatial,0.40229885057471265
Bafodia,3,Model,BRT,1,Inside,Spatial,0.46794871794871795
Bafodia,3,TS,Optimal,1,Inside,Spatial,1
Bafodia,4,NullSmart,Buildings,1,Inside,Spatial,0.48
Bafodia,4,NullRandom,Random,1,Inside,Spatial,0.5533980582524272
Bafodia,4,Model,BRT,1,Inside,Spatial,0.41450777202072536
Bafodia,4,TS,Optimal,1,Inside,Spatial,1
Bafodia,5,NullSmart,Buildings,1,Inside,Spatial,0.5384615384615384
Bafodia,5,NullRandom,Random,1,Inside,Spatial,0.44565217391304346
Bafodia,5,Model,BRT,1,Inside,Spatial,0.42564102564102563
Bafodia,5,TS,Optimal,1,Inside,Spatial,1
Bafodia,6,NullSmart,Buildings,1,Inside,Spatial,0.5816326530612245
Bafodia,6,NullRandom,Random,1,Inside,Spatial,0.5217391304347826
Bafodia,6,Model,BRT,1,Inside,Spatial,0.4583333333333333
Bafodia,6,TS,Optimal,1,Inside,Spatial,1
Bafodia,7,NullSmart,Buildings,1,Inside,Spatial,0.45161290322580644
Bafodia,7,NullRandom,Random,1,Inside,Spatial,0.47674418604651164
Bafodia,7,Model,BRT,1,Inside,Spatial,0.3742690058479532
Bafodia,7,TS,Optimal,1,Inside,Spatial,1
Bafodia,8,NullSmart,Buildings,1,Inside,Spatial,0.4772727272727273
Bafodia,8,NullRandom,Random,1,Inside,Spatial,0.5949367088607594
Bafodia,8,Model,BRT,1,Inside,Spatial,0.3672316384180791
Bafodia,8,TS,Optimal,1,Inside,Spatial,1
Bafodia,9,NullSmart,Buildings,1,Inside,Spatial,0.5054945054945055
Bafodia,9,NullRandom,Random,1,Inside,Spatial,0.4880952380952381
Bafodia,9,Model,BRT,1,Inside,Spatial,0.46551724137931033
Bafodia,9,TS,Optimal,1,Inside,Spatial,1
Bafodia,10,NullSmart,Buildings,1,Inside,Spatial,0.391304347826087
Bafodia,10,NullRandom,Random,1,Inside,Spatial,0.425531914893617
Bafodia,10,Model,BRT,1,Inside,Spatial,0.4032258064516129
Bafodia,10,TS,Optimal,1,Inside,Spatial,1
Bafodia,11,NullSmart,Buildings,1,Inside,Spatial,0.42857142857142855
Bafodia,11,NullRandom,Random,1,Inside,Spatial,0.4827586206896552
Bafodia,11,Model,BRT,1,Inside,Spatial,0.44808743169398907
Bafodia,11,TS,Optimal,1,Inside,Spatial,1
Bafodia,12,NullSmart,Buildings,1,Inside,Spatial,0.4065934065934066
Bafodia,12,NullRandom,Random,1,Inside,Spatial,0.46875
Bafodia,12,Model,BRT,1,Inside,Spatial,0.5081081081081081
Bafodia,12,TS,Optimal,1,Inside,Spatial,1
Bafodia,13,NullSmart,Buildings,1,Inside,Spatial,0.46875
Bafodia,13,NullRandom,Random,1,Inside,Spatial,0.5154639175257731
Bafodia,13,Model,BRT,1,Inside,Spatial,0.44751381215469616
Bafodia,13,TS,Optimal,1,Inside,Spatial,1
Bafodia,14,NullSmart,Buildings,1,Inside,Spatial,0.41379310344827586
Bafodia,14,NullRandom,Random,1,Inside,Spatial,0.4367816091954023
Bafodia,14,Model,BRT,1,Inside,Spatial,0.4371584699453552
Bafodia,14,TS,Optimal,1,Inside,Spatial,1
Bafodia,15,NullSmart,Buildings,1,Inside,Spatial,0.4842105263157895
Bafodia,15,NullRandom,Random,1,Inside,Spatial,0.43434343434343436
Bafodia,15,Model,BRT,1,Inside,Spatial,0.41935483870967744
Bafodia,15,TS,Optimal,1,Inside,Spatial,1
Bafodia,16,NullSmart,Buildings,1,Inside,Spatial,0.42857142857142855
Bafodia,16,NullRandom,Random,1,Inside,Spatial,0.4074074074074074
Bafodia,16,Model,BRT,1,Inside,Spatial,0.4228571428571429
Bafodia,16,TS,Optimal,1,Inside,Spatial,1
Bafodia,17,NullSmart,Buildings,1,Inside,Spatial,0.4024390243902439
Bafodia,17,NullRandom,Random,1,Inside,Spatial,0.5180722891566265
Bafodia,17,Model,BRT,1,Inside,Spatial,0.5058823529411764
Bafodia,17,TS,Optimal,1,Inside,Spatial,1
Bafodia,18,NullSmart,Buildings,1,Inside,Spatial,0.46875
Bafodia,18,NullRandom,Random,1,Inside,Spatial,0.5227272727272727
Bafodia,18,Model,BRT,1,Inside,Spatial,0.4860335195530726
Bafodia,18,TS,Optimal,1,Inside,Spatial,1
Bafodia,19,NullSmart,Buildings,1,Inside,Spatial,0.46511627906976744
Bafodia,19,NullRandom,Random,1,Inside,Spatial,0.5833333333333334
Bafodia,19,Model,BRT,1,Inside,Spatial,0.455026455026455
Bafodia,19,TS,Optimal,1,Inside,Spatial,1
Bafodia,20,NullSmart,Buildings,1,Inside,Spatial,0.5164835164835165
Bafodia,20,NullRandom,Random,1,Inside,Spatial,0.4574468085106383
Bafodia,20,Model,BRT,1,Inside,Spatial,0.45989304812834225
Bafodia,20,TS,Optimal,1,Inside,Spatial,1
Bafodia,21,NullSmart,Buildings,1,Inside,Spatial,0.4235294117647059
Bafodia,21,NullRandom,Random,1,Inside,Spatial,0.5280898876404494
Bafodia,21,Model,BRT,1,Inside,Spatial,0.5057471264367817
Bafodia,21,TS,Optimal,1,Inside,Spatial,1
Bafodia,22,NullSmart,Buildings,1,Inside,Spatial,0.4583333333333333
Bafodia,22,NullRandom,Random,1,Inside,Spatial,0.5098039215686274
Bafodia,22,Model,BRT,1,Inside,Spatial,0.44502617801047123
Bafodia,22,TS,Optimal,1,Inside,Spatial,1
Bafodia,23,NullSmart,Buildings,1,Inside,Spatial,0.4270833333333333
